ticker,cik,filing_date,accession,doc,tokens,substantive_full15,boilerplate_full15,tls_full15
BLDR,1316835,2020-02-21,0001564590-20-005717,bldr-10k_20191231.htm,47065,0.0,0.5311802825879104,-0.5311802825879104
BLFS,834365,2020-06-18,0001437749-20-013418,bioli20191231_10ka.htm,2156,0.0,0.0,0.0
BLKB,1280058,2020-02-20,0001280058-20-000011,a201910-k.htm,54677,1.4174150008230153,4.115075808841012,-2.697660808017997
BMI,9092,2020-02-21,0001564590-20-005707,bmi-10k_20191231.htm,30339,0.9888262632255512,0.8240218860212928,0.1648043772042585
BMRN,1048477,2020-02-27,0001048477-20-000009,bmrn-20191231.htm,82782,0.1811988113357976,0.1207992075571984,0.0603996037785992
BMY,14272,2020-02-24,0000014272-20-000082,bmy-20191231x10xk.htm,83489,0.0,0.7186575477008947,-0.7186575477008947
BNL,1424182,2020-02-27,0001564590-20-007050,ck1424182-10k_20191231.htm,84431,0.2368798190238182,0.4737596380476365,-0.2368798190238182
BOH,46195,2020-03-02,0000046195-20-000023,bankofhawaii10k12312019.htm,76353,0.7858237397351774,0.9822796746689716,-0.1964559349337943
BOKF,875357,2020-02-27,0000875357-20-000017,a20191231bokf10k.htm,82509,0.0,0.8483922965979469,-0.8483922965979469
BOOT,1610250,2020-05-22,0001558370-20-006925,boot-20200522x10k.htm,61906,0.2423028462507672,0.8884437695861467,-0.6461409233353794
BOX,1372612,2020-03-19,0001564590-20-011799,box-10k_20200131.htm,59606,0.167768345468577,0.671073381874308,-0.503305036405731
BPOP,763901,2020-03-02,0001193125-20-058848,d838900d10k.htm,151211,0.0,0.7605266812599613,-0.7605266812599613
BR,1383312,2020-08-11,0001383312-20-000055,br-20200630.htm,61742,0.0,0.4858929092028117,-0.4858929092028117
BRBR,1772016,2020-11-20,0001772016-20-000070,brbr-20200930.htm,56829,0.0,0.4399162399479139,-0.4399162399479139
BRC,746598,2020-09-16,0000746598-20-000097,brc-20200731.htm,56437,0.1771887237096231,0.3543774474192462,-0.1771887237096231
BRKR,1109354,2020-03-27,0001104659-20-039645,brkr-20191231x10k06be43.htm,77700,0.3861003861003861,0.2574002574002574,0.1287001287001287
BRO,79282,2020-02-24,0001564590-20-006075,bro-10k_20191231.htm,57657,0.9539171306172712,0.6937579131761972,0.2601592174410739
BRX,1581068,2020-02-10,0001581068-20-000008,brx10k12312019.htm,61677,0.7296074711805048,1.378147445563176,-0.648539974382671
BTU,1064728,2020-02-21,0001064728-20-000007,btu20191231-10k.htm,116746,2.6125092080242576,0.2569681188220581,2.3555410892021995
BURL,1579298,2020-03-13,0001564590-20-010835,burl-10k_20200201.htm,54197,0.276768086794472,0.1845120578629813,0.0922560289314906
BUSE,314489,2020-02-27,0001558370-20-001665,buse-20191231x10k33e5bd.htm,81318,0.1844610049435549,0.860818023069923,-0.6763570181263681
BV,1734713,2020-11-18,0001564590-20-054411,bv-10k_20200930.htm,62421,0.0,0.0,0.0
BWA,908255,2020-02-13,0000908255-20-000014,a2019123110k.htm,59707,3.056593029293047,0.0,3.056593029293047
BWIN,1781755,2020-03-24,0001781755-20-000022,brpfy201910-k.htm,64513,0.0,1.4725714197138562,-1.4725714197138562
BWXT,1486957,2020-02-24,0001486957-20-000006,bwxt12311910kdocument.htm,61425,0.7326007326007326,0.3256003256003256,0.4070004070004069
BX,1393818,2020-02-28,0001193125-20-056733,d844019d10k.htm,155350,0.0,1.7380109430318635,-1.7380109430318635
BXMT,1061630,2020-02-11,0001193125-20-031332,d833142d10k.htm,87278,0.0,0.9738994935722632,-0.9738994935722632
BXP,1037540,2020-03-02,0001656423-20-000007,bxpandbplp201910-k.htm,118678,0.0,1.263924231955375,-1.263924231955375
BY,1702750,2020-03-12,0001564590-20-010516,by-10k_20191231.htm,97468,0.0,0.3590922148807814,-0.3590922148807814
BYD,906553,2020-02-27,0001437749-20-003765,bgc20190819_10k.htm,77396,0.0,0.8398366840663599,-0.8398366840663599
CABO,1632127,2020-02-28,0001437749-20-003799,cabo20191231_10k.htm,54461,0.2754264519564459,0.5508529039128918,-0.2754264519564459
CACC,885550,2020-02-11,0000885550-20-000021,cacc-20191231x10k.htm,57164,0.0,1.1370792806661536,-1.1370792806661536
PBI,78814,2020-02-20,0000078814-20-000009,pbi2019123110k.htm,47366,0.0,0.0,0.0
PCG,1004980,2020-03-31,0000950157-20-000455,form10k-a.htm,49752,2.813957227850137,0.602990834539315,2.2109663933108217
PCH,1338749,2020-02-19,0001564590-20-005284,pch-10k_20191231.htm,50037,1.1991126566340908,1.398964766073106,-0.1998521094390151
PCRX,1396814,2020-02-21,0001396814-20-000008,pcrx-12312019x10k.htm,72444,0.0,0.6901882833637016,-0.6901882833637016
PCTY,1591698,2020-08-07,0001558370-20-009960,pcty-20200630x10k.htm,56181,0.0,0.1779961196845908,-0.1779961196845908
PD,1568100,2020-03-19,0001568100-20-000013,pagerdutyq42020-10k.htm,54103,0.0,2.495240559673216,-2.495240559673216
PDFS,1120914,2020-06-10,0001437749-20-012777,pdfs20200609_10ka.htm,1260,0.0,7.936507936507937,-7.936507936507937
PDM,1042776,2020-02-19,0001042776-20-000045,pdm-20191231.htm,57826,0.9511292498184208,1.729325908760765,-0.7781966589423444
PEB,1474098,2020-02-20,0001474098-20-000039,peb-20191231x10k.htm,58349,0.0,0.6855301718966906,-0.6855301718966906
PEBO,318300,2020-03-03,0000318300-20-000106,pebo-20191231.htm,98052,0.0,0.6119202056051891,-0.6119202056051891
PECO,1476204,2020-03-12,0001476204-20-000015,peco201910k.htm,68873,3.412077301700231,0.7259738939787725,2.6861034077214585
PEG,788784,2020-02-26,0000788784-20-000004,pseg201910k.htm,116075,24.014645703209133,0.6030583674348482,23.41158733577429
CACI,16058,2020-08-14,0001564590-20-040205,caci-10k_20200630.htm,42023,0.8923684648882755,0.2379649239702068,0.6544035409180687
CAG,23217,2020-07-24,0001564590-20-033366,cag-10k_20200531.htm,71309,0.0,0.9115258943471372,-0.9115258943471372
CAH,721371,2020-08-13,0000721371-20-000089,a20q410k063020form10-k.htm,57509,0.0,0.5216574796988297,-0.5216574796988297
CAKE,887596,2020-06-22,0001104659-20-075634,cake-20191231x10ka.htm,24488,0.4083632799738647,0.4083632799738647,0.0
CALM,16160,2020-07-20,0000016160-20-000078,calm-20200530.htm,37375,0.0,0.5351170568561873,-0.5351170568561873
CALX,1406666,2020-02-21,0001406666-20-000018,a2019form10-k.htm,55879,0.0,0.4473952647685176,-0.4473952647685176
CAR,723612,2020-02-20,0000723612-20-000011,car-20191231x10k.htm,64152,1.7146776406035666,1.8705574261129816,-0.1558797855094151
CARG,1494259,2020-02-14,0001564590-20-004805,carg-10k_20191231.htm,69199,0.0,0.3612768970649865,-0.3612768970649865
CASH,907471,2020-11-30,0000907471-20-000190,cash-20200930.htm,94908,3.4507101614194795,1.3170649471066715,2.133645214312808
CASY,726958,2020-06-26,0000726958-20-000085,casy-2020430x10k.htm,32455,0.3081189339084886,0.3081189339084886,0.0
CAT,18230,2020-02-19,0000018230-20-000056,cat10-k12312019.htm,84916,0.588817184040699,0.8243440576569786,-0.2355268736162796
CATY,861842,2020-03-02,0001437749-20-003977,caty20191231_10k.htm,85043,0.9113036934256789,2.9396893336312218,-2.028385640205543
CBL,910612,2020-03-11,0001564590-20-010124,cbl-20191231.htm,5044,0.0,0.0,0.0
CBOE,1374310,2020-02-21,0001558370-20-001127,cboe-20191231x10k3d7487.htm,81239,0.3692807641649946,0.1846403820824973,0.1846403820824973
CBRE,1138118,2020-03-02,0001564590-20-008056,cbre-10k_20191231.htm,75492,0.0,1.3246436708525406,-1.3246436708525406
CBRL,1067294,2020-09-25,0001140361-20-021571,brhc10015333_10k.htm,53935,0.7416334476684898,0.1854083619171224,0.5562250857513673
CBT,16040,2020-11-25,0001564590-20-055198,cbt-10k_20200930.htm,61461,0.6508192186915279,0.976228828037292,-0.3254096093457639
CBU,723188,2020-03-02,0001140361-20-004510,form10k.htm,78076,0.0,1.536963983810646,-1.536963983810646
CBZ,944148,2020-02-26,0001564590-20-006848,cbz-10k_20191231.htm,45614,0.3288464068049283,0.4384618757399044,-0.1096154689349761
CC,1627223,2020-02-14,0001564590-20-004829,cc-10k_20191231.htm,88099,0.7378063315134111,1.0215779974801076,-0.2837716659666965
CCB,1437958,2020-03-12,0001564590-20-010264,ck0001437958-10k_20191231.htm,70373,0.1420999531070154,1.4920495076236626,-1.349949554516647
CCI,1051470,2020-03-10,0001051470-20-000077,cci10k123119q4.htm,73963,0.6760136825169341,0.1352027365033868,0.5408109460135473
CCK,1219601,2020-02-28,0001219601-20-000006,cck-12312019x10xk.htm,64804,0.462934386766249,0.0,0.462934386766249
CCL,815097,2020-03-31,0000815097-20-000020,a201910-kamendment.htm,4157,0.0,2.4055809477988936,-2.4055809477988936
CCOI,1158324,2020-02-28,0001104659-20-026777,ccoi-20191231x10k90102d.htm,45400,1.156387665198238,0.9911894273127752,0.1651982378854625
CCS,1576940,2020-02-07,0001562762-20-000031,ccs-20191231x10k.htm,66928,31.302295003585943,0.1494142959598374,31.152880707626107
CDE,215466,2020-02-19,0000215466-20-000032,cde-12311910k.htm,67459,1.408262796661676,0.5188336619279859,0.88942913473369
CDNS,813672,2020-02-24,0000813672-20-000007,cdns1228201910-k.htm,50238,0.5971575301564553,0.4976312751303794,0.0995262550260758
CDP,860546,2020-02-19,0000860546-20-000007,copt10kdoc12312019.htm,71389,0.4902716104722016,0.5603104119682304,-0.0700388014960288
CDW,1402057,2020-02-28,0001402057-20-000042,cdw-20191231x10k.htm,50283,0.0,0.397748742119603,-0.397748742119603
CE,1306830,2020-02-06,0001306830-20-000018,ce-20191231x10k.htm,69855,1.574690430176795,0.7873452150883975,0.7873452150883975
CECO,3197,2020-03-04,0001564590-20-008551,cece-10k_20191231.htm,43356,2.537134421994649,0.4612971676353907,2.075837254359258
CELH,1341766,2020-03-12,0001213900-20-006069,f10k2019_celsiusholdingsinc.htm,32485,0.3078343851008158,0.6156687702016316,-0.3078343851008158
CENT,887733,2020-11-24,0000887733-20-000014,cent-20200926.htm,54765,0.0,0.2738975623116954,-0.2738975623116954
CENX,949157,2020-02-27,0000949157-20-000023,a2019123110-k.htm,51310,4.6774507893198205,0.1948937828883258,4.482557006431495
CF,1324404,2020-02-24,0001324404-20-000006,cf-12312019x10k.htm,85443,1.5214821576957738,0.6437039897943658,0.877778167901408
CFG,759944,2020-02-24,0000759944-20-000030,citizens10-kx2019.htm,95364,0.6291682395872656,1.7826433454972526,-1.153475105909987
CFR,39263,2020-02-04,0000039263-20-000010,a20191231-10k.htm,85269,0.0,1.0554832354079442,-1.0554832354079442
CG,1527166,2020-03-02,0001527166-20-000012,cg2019123110-ka.htm,1426,0.0,7.012622720897616,-7.012622720897616
CGNX,851205,2020-02-13,0000851205-20-000002,cgnx-20191231x10xk.htm,48017,0.0,0.6247787242018452,-0.6247787242018452
CHCO,726854,2020-02-27,0000726854-20-000044,chco12-31x1910xk.htm,60035,0.0,0.8328475056217206,-0.8328475056217206
CHDN,20212,2020-02-26,0000020212-20-000019,chdn-20191231.htm,65314,0.0,0.6889793918608569,-0.6889793918608569
CHE,19584,2020-02-26,0000019584-20-000006,che-20191231x10k.htm,59183,0.0,0.7603534798844263,-0.7603534798844263
CHEF,1517175,2020-02-24,0001517175-20-000004,chef-10xkmaster12272019.htm,47788,0.0,0.2092575541977065,-0.2092575541977065
CHH,1046311,2020-03-02,0001046311-20-000011,chh1231201910-k.htm,73975,0.0,0.9462656302805004,-0.9462656302805004
CHRD,1486159,2020-02-27,0001486159-20-000018,oas-20191231.htm,113954,4.387735402004318,0.2193867701002158,4.168348631904101
CHRW,1043277,2020-02-19,0001043277-20-000016,chrw-20191231.htm,39582,0.0,3.158001111616391,-3.158001111616391
CHTR,1091667,2020-01-31,0001091667-20-000024,chtr12312019-10k.htm,73919,0.6764160770573195,0.2705664308229278,0.4058496462343917
CHWY,1766502,2020-04-02,0001766502-20-000007,chwy-20200202.htm,46016,0.0,1.1952364394993045,-1.1952364394993045
CI,1739940,2020-02-27,0001739940-20-000006,ci-20191231.htm,96843,0.3614097043668618,0.4646696199002509,-0.103259915533389
CIEN,936395,2020-12-18,0000936395-20-000042,cien-20201031.htm,76980,0.779423226812159,2.533125487139517,-1.7537022603273578
CIM,1409493,2020-02-24,0001628280-20-002106,cim-123119x10xk.htm,78414,0.1912923712602341,1.2752824750682277,-1.0839901038079935
CINF,20286,2020-02-25,0000020286-20-000011,cinf-20191231x10k.htm,94439,2.382490284734061,0.529442285496458,1.8530479992376032
CIVI,1509589,2020-02-28,0001509589-20-000011,bcei-20191231.htm,71904,6.362650200267023,2.016577659101024,4.3460725411659995
CL,21665,2020-02-21,0000021665-20-000004,cl-12312019x10k.htm,58909,0.2546300225771953,1.6126568096555705,-1.358026787078375
CLDX,744218,2020-03-26,0001047469-20-001809,a2241053z10-k.htm,60984,0.0,0.1639774367047094,-0.1639774367047094
CLF,764065,2020-02-20,0000764065-20-000041,clf-2019123110xk.htm,82161,0.1825683718552598,1.0345541071798054,-0.8519857353245457
CLH,822818,2020-02-26,0000822818-20-000002,clh-20191231x10k.htm,61346,1.2225735989306556,1.6300981319075407,-0.4075245329768852
CLSK,827876,2020-12-17,0001663577-20-000499,clsk10k.htm,46544,17.99372636644895,1.074252320385012,16.91947404606394
CLX,21076,2020-08-13,0000021076-20-000016,clx-20200630.htm,24974,0.0,2.202290381997277,-2.202290381997277
CMA,28412,2020-02-11,0000028412-20-000034,a201910k.htm,86975,0.1724633515377982,0.4599022707674619,-0.2874389192296637
CMC,22444,2020-10-15,0000022444-20-000047,cmc-20200831.htm,49675,3.019627579265224,1.409159536990438,1.610468042274786
CMCSA,1166691,2020-01-30,0001166691-20-000008,cmcsa-12312019x10k.htm,90335,0.0,0.2213981291858083,-0.2213981291858083
CME,1156375,2020-02-28,0001156375-20-000013,cme-2019123110k.htm,56501,0.0,0.5309640537335623,-0.5309640537335623
CMG,1058090,2020-02-05,0001058090-20-000010,cmg-20191231x10k.htm,35052,0.0,2.5676138308798357,-2.5676138308798357
CMI,26172,2020-02-11,0000026172-20-000009,cmi201910-kdocument.htm,67597,2.0710978297853453,1.0355489148926726,1.0355489148926726
CMPR,1262976,2020-08-11,0001262976-20-000060,cmpr0630202010-k.htm,69185,0.2168100021681,0.9395100093951,-0.7227000072270001
CMS,811156,2020-02-06,0000811156-20-000004,a2019form10-kxcmsenerg.htm,78127,35.64708743456167,4.223891868368169,31.423195566193503
CNA,21175,2020-02-11,0000021175-20-000017,cna2019q4.htm,70841,0.0,0.1411611919651049,-0.1411611919651049
CNC,1071739,2020-02-18,0001071739-20-000060,form10k.htm,68536,0.2188630792576164,2.3345395120812418,-2.1156764328236255
CNK,1385280,2020-02-21,0001564590-20-005646,cnk-10k_20191231.htm,64147,0.3897298392754142,0.54562177498558,-0.1558919357101657
CNLHN,23426,2020-02-27,0000072741-20-000008,a201910kdocument.htm,122505,39.263703522305214,1.469327782539488,37.79437573976572
CNMD,816956,2020-02-24,0000816956-20-000003,cnmd10k2019.htm,40254,0.0,0.0,0.0
CNNE,1704720,2020-03-25,0001704720-20-000023,cnne12311910-ka.htm,2158,0.0,0.0,0.0
CNO,1224608,2020-02-25,0001224608-20-000009,cno1231201910-k.htm,107055,1.0275092242305357,1.6813787305590586,-0.6538695063285227
CNOB,712771,2020-03-02,0001206774-20-000674,cob3663101-10k.htm,63937,0.2346059402224064,1.485837621408574,-1.2512316811861677
CNP,1130310,2020-02-27,0001130310-20-000016,cnp10k12312019.htm,137414,7.222699288282127,3.9661169895352737,3.256582298746853
CNR,1710366,2020-02-14,0001710366-20-000006,ceix-12312019form10xk.htm,88092,1.816282976887799,1.8730418199155427,-0.0567588430277437
CNS,1284812,2020-02-28,0001284812-20-000092,cns-10kx123119.htm,39233,0.0,2.039099737465909,-2.039099737465909
CNX,1070412,2020-02-10,0001070412-20-000011,cnx-123119x10k.htm,77200,1.94300518134715,0.2590673575129533,1.6839378238341969
CNXN,1050377,2020-02-06,0001558370-20-000576,cnxn-20191231x10k.htm,38337,0.0,0.0,0.0
COGT,1622229,2020-03-26,0001564590-20-013188,umrx-10k_20191231.htm,82774,0.7852707371880059,0.2416217652886172,0.5436489718993887
COHR,820318,2020-08-26,0000820318-20-000023,iivi-20200630.htm,59605,0.2516567402063585,1.3421692811005788,-1.0905125408942202
COHU,21535,2020-03-10,0001437749-20-004691,cohu20191228_10k.htm,49895,0.0,0.0,0.0
COKE,317540,2020-02-25,0001564590-20-006432,coke-10k_20191229.htm,58348,0.0,0.6855419208884623,-0.6855419208884623
COLB,887343,2020-02-27,0000887343-20-000070,colb2019form10-k.htm,68767,0.0,0.3635464685096048,-0.3635464685096048
COLD,1455863,2020-03-02,0001628280-20-002690,k20191231artandsubs10-k.htm,121046,0.4956793285197363,0.6609057713596485,-0.1652264428399121
COLL,1267565,2020-02-27,0001558370-20-001625,coll-20191231x10k3059df.htm,75943,0.0,0.4608719697667988,-0.4608719697667988
COLM,1050797,2020-02-27,0001050797-20-000012,colm-20191231.htm,44833,0.0,0.0,0.0
COMM,1517228,2020-02-20,0001564590-20-005564,comm-10k_20191231.htm,74572,1.7432816606769297,1.609183071394089,0.1340985892828407
COO,711404,2020-12-11,0000711404-20-000042,coo20201031-10k.htm,67591,0.0,0.8137178026660354,-0.8137178026660354
COOP,933136,2020-02-28,0000933136-20-000005,mrcooper1231201910-k.htm,88436,0.0,2.0919082726491474,-2.0919082726491474
COP,1163165,2020-02-18,0001193125-20-039954,d875559d10k.htm,94370,0.1589488184804493,1.2715905478435945,-1.1126417293631452
COR,1140859,2020-11-19,0001140859-20-000050,abc-20200930.htm,62490,0.0,2.0003200512081936,-2.0003200512081936
CORT,1088856,2020-02-24,0001628280-20-002122,cort12311910-kdoc.htm,40310,0.0,0.2480774001488464,-0.2480774001488464
COST,909832,2020-10-07,0000909832-20-000017,cost-20200830.htm,34442,0.0,0.0,0.0
COTY,1024305,2020-08-27,0001024305-20-000084,coty-20200630.htm,95565,0.0,1.15104902422435,-1.15104902422435
CP,16875,2020-04-29,0001193125-20-124561,d900615d10ka.htm,28419,0.3518772652098947,2.1112635912593687,-1.7593863260494738
CPAY,1175454,2020-03-02,0001175454-20-000008,flt10-k12312019.htm,79369,0.5039751036298807,1.4489284229359072,-0.9449533193060264
CPB,16732,2020-09-24,0000016732-20-000111,cpb-20200802.htm,58157,0.0,0.7737675602249084,-0.7737675602249084
CPK,19745,2020-06-29,0001193125-20-181408,d18818d10ka.htm,3724,0.0,2.6852846401718584,-2.6852846401718584
CPRI,1530721,2020-07-08,0001530721-20-000062,cpri-20200328.htm,67895,0.4418587524854555,2.6511525149127326,-2.209293762427277
CPRT,900075,2020-09-28,0000900075-20-000021,cprt-20200731.htm,57980,0.0,1.2935494998275268,-1.2935494998275268
CPRX,1369568,2020-04-29,0001193125-20-126361,d923343d10ka.htm,14110,0.0,2.1261516654854713,-2.1261516654854713
CPT,906345,2020-03-06,0000906345-20-000016,a201910-kaxexhibitindex.htm,3604,0.0,5.549389567147614,-5.549389567147614
CQP,1383650,2020-02-25,0001383650-20-000006,cqp2019form10k.htm,73543,1.2237738465931496,0.1359748718436833,1.0877989747494663
CRAI,1053706,2020-02-27,0001047469-20-001076,a2240826z10-k.htm,48758,0.2050945485868985,0.4101890971737971,-0.2050945485868985
CRC,1609253,2020-02-26,0001609253-20-000066,a2019ye10-kdocument.htm,70316,5.404175436600489,0.4266454292053017,4.977530007395187
CRI,1060822,2020-02-24,0001060822-20-000004,a10k-crix20191228.htm,51217,0.0,1.4643575375363649,-1.4643575375363649
CRK,23194,2020-11-12,0000023194-20-000009,crk-20191231.htm,2318,0.0,0.0,0.0
CRL,1100682,2020-02-11,0001100682-20-000005,crl1228201910-k.htm,71033,0.2111694564498191,1.126237101065702,-0.9150676446158827
CRNX,1658247,2020-03-09,0001564590-20-009365,crnx-10k_20191231.htm,71227,0.2105942971064343,0.4913866932483468,-0.2807923961419125
CRON,1656472,2020-03-30,0001656472-20-000033,cronosdraftfy2019fsdocvers.htm,78897,0.1267475315918222,1.013980252734578,-0.8872327211427558
CROX,1334036,2020-02-27,0001334036-20-000010,crox-20191231.htm,47312,0.0,1.0568143388569498,-1.0568143388569498
CRS,17843,2020-09-04,0000017843-20-000071,crs630202010k.htm,52337,0.0,0.0,0.0
CRUS,772406,2020-05-20,0000772406-20-000007,crus-20200328.htm,41889,0.0,0.7161784716751414,-0.7161784716751414
CRVL,874866,2020-08-21,0001564590-20-040951,crvl-10ka_20200331.htm,3321,0.0,0.0,0.0
CRWD,1535527,2020-03-23,0001535527-20-000006,crwd-20200131.htm,78356,0.0,0.8933585175353514,-0.8933585175353514
CSCO,858877,2020-09-03,0000858877-20-000010,csco-2020725x10k.htm,67666,0.0,0.5911388289539798,-0.5911388289539798
CSGP,1057352,2020-02-26,0001057352-20-000036,csgp20191231-10k.htm,56731,0.0,0.0,0.0
CSGS,1005757,2020-02-21,0001564590-20-005691,csgs-10k_20191231.htm,53916,0.3709473996587284,0.0,0.3709473996587284
CSL,790051,2020-02-10,0000790051-20-000071,csl-20191231.htm,44485,0.0,1.3487692480611444,-1.3487692480611444
CSR,798359,2020-02-19,0001628280-20-001795,iret123119-10k.htm,55311,0.0,0.4519896584766141,-0.4519896584766141
CSW,1624794,2020-05-20,0001624794-20-000051,cswi-20200331.htm,44263,0.0,0.9036893116146668,-0.9036893116146668
CSX,277948,2020-02-12,0000277948-20-000008,csx-12312019x10k.htm,47268,0.3173394262503173,0.0,0.3173394262503173
CTAS,723254,2020-07-29,0000723254-20-000025,ctas-20200531.htm,40622,0.0,0.3692580375166166,-0.3692580375166166
CTBI,350852,2020-02-28,0001140361-20-004386,form10k.htm,59379,0.0,1.7683019249229526,-1.7683019249229526
CTOS,1709682,2020-03-16,0001709682-20-000017,nsco-12312019xreport.htm,65465,2.444054074696403,1.2220270373482014,1.2220270373482014
CTRA,858470,2020-02-25,0000858470-20-000012,cog-12312019x10k.htm,57940,0.0,0.1725923369002416,-0.1725923369002416
CTRE,1590717,2020-02-20,0001628280-20-001900,ctre2019123110kq4.htm,66647,0.0,0.0,0.0
CTS,26058,2020-02-20,0000026058-20-000016,ctscorp-20191231x10xk.htm,38080,0.0,0.7878151260504203,-0.7878151260504203
CTVA,1755672,2020-02-14,0001755672-20-000006,ctva-12x31x201910xk.htm,115052,2.803080346278205,0.7822549803567083,2.0208253659214965
CUBE,1298675,2020-02-21,0001298675-20-000008,cube-20191231x10k.htm,89042,0.0,0.2246131039284832,-0.2246131039284832
CUBI,1488813,2020-03-02,0001488813-20-000033,cubi-20191231.htm,104470,0.0,0.3828850387671101,-0.3828850387671101
CUZ,25232,2020-02-05,0000025232-20-000004,form10-kdecember312019.htm,52637,0.2849706480232536,1.6148336721317704,-1.329863024108517
CVBF,354647,2020-03-02,0001193125-20-059185,d872938d10k.htm,78831,0.0,2.0930852075959967,-2.0930852075959967
CVCO,278166,2020-05-27,0000278166-20-000028,cvco-2020328x10k.htm,53108,2.54198990735859,0.6590344204263011,1.882955486932289
CVI,1376139,2020-02-20,0001376139-20-000015,cvi-20191231.htm,61075,10.02865329512894,0.9005321326238231,9.128121162505115
CVLT,1169561,2020-05-15,0001169561-20-000018,a2020033110k.htm,44168,0.3396123890599529,0.9056330374932078,-0.5660206484332548
CVS,64803,2020-02-18,0000064803-20-000007,a2019form10-k.htm,116116,0.0,0.1291811636639223,-0.1291811636639223
CVX,93410,2020-02-21,0000093410-20-000010,cvx12312019-10kdoc.htm,70127,3.279763857002296,1.2120866428051962,2.0676772141970994
CW,26324,2020-02-27,0000026324-20-000004,cw-20191231.htm,42991,0.3489102370263544,0.4652136493684725,-0.1163034123421181
CWH,1669779,2020-02-28,0001558370-20-001794,cwh-20191231x10k80094a.htm,103464,1.2806386762545428,0.338281914482332,0.9423567617722108
CWK,1628369,2020-02-28,0001628369-20-000014,a201910k.htm,62964,0.0,1.2705673083031574,-1.2705673083031574
CWST,911177,2020-02-21,0000911177-20-000010,cwst-20191231.htm,74820,2.1384656508954825,0.6682705159048383,1.470195134990644
CWT,1035201,2020-02-27,0001035201-20-000002,cwt-12312019x10k.htm,57799,0.0,0.6920534957352203,-0.6920534957352203
CXT,25445,2020-02-25,0001628280-20-002133,cr-20191231x10kq4.htm,55787,0.0,0.8066395396777026,-0.8066395396777026
CXW,1070985,2020-02-20,0001564590-20-005570,cxw-10k_20191231.htm,82554,0.3633985027981685,6.238340964701892,-5.874942461903724
CZR,1590895,2020-04-30,0001193125-20-127554,d889146d10ka.htm,22543,0.0,0.0,0.0
D,715957,2020-02-28,0001193125-20-054469,d854390d10k.htm,169752,23.961426080399644,0.5007304774023281,23.460695602997315
DAKT,915779,2020-06-12,0000915779-20-000028,dakt_2020050210-k.htm,48649,0.0,0.5138851774959403,-0.5138851774959403
DAL,27904,2020-02-13,0000027904-20-000004,dal-20191231.htm,56326,3.9946028477079856,0.7989205695415971,3.1956822781663883
DAN,26780,2020-02-14,0000026780-20-000006,dan-20191231x10k.htm,65939,4.246348898224117,0.0,4.246348898224117
DAR,916540,2020-02-25,0000916540-20-000007,dar-2019122810xk.htm,92208,10.30279368384522,1.1387298282144716,9.164063855630747
DAY,1725057,2020-02-28,0001564590-20-007850,cday-10k_20191231.htm,69252,0.0,0.5054005660486339,-0.5054005660486339
DBD,28823,2020-02-26,0000028823-20-000056,dbd12312019-10k.htm,75652,0.0,0.3965526357531856,-0.3965526357531856
DBRG,1679688,2020-03-02,0001679688-20-000014,clny201910-k.htm,176166,0.0851469636592759,0.5960287456149314,-0.5108817819556555
DBX,1467623,2020-02-21,0001467623-20-000011,a12311910-k.htm,60663,0.0,0.5769579480078466,-0.5769579480078466
DCI,29644,2020-09-25,0000029644-20-000046,dci-20200731.htm,37932,0.3954444795950648,0.2636296530633765,0.1318148265316882
DCO,30305,2020-02-20,0001628280-20-001898,dco10-k2019.htm,43688,0.0,0.5722395165720564,-0.5722395165720564
DCOM,846617,2020-03-11,0000846617-20-000012,bdge-20191231x10k.htm,54793,0.0,1.277535451608782,-1.277535451608782
DD,1666700,2020-02-14,0001666700-20-000006,dupont201910-k.htm,91636,1.9097298005150811,0.8184556287921777,1.0912741717229038
DE,315189,2020-12-17,0001558370-20-014436,de-20201101x10k.htm,84579,0.1773489873372823,1.7143735442603958,-1.5370245569231131
DEA,1622194,2020-02-25,0001564590-20-006375,dea-10k_20191231.htm,60717,0.1646985193603109,0.6587940774412439,-0.4940955580809328
DECK,910521,2020-06-01,0000910521-20-000016,deck331202010-k.htm,64778,0.2315600975639877,4.55401525209176,-4.322455154527772
DEI,1364250,2020-02-14,0001364250-20-000008,a2019q410-k.htm,52667,0.2848083239979493,0.4746805399965823,-0.1898722159986329
DELL,1571996,2020-03-27,0001571996-20-000017,delltechnologiesfy2010k.htm,109888,0.0,1.547029702970297,-1.547029702970297
DFIN,1669811,2020-02-26,0001564590-20-006801,dfin-10k_20191231.htm,53042,0.0,0.1885298442743486,-0.1885298442743486
DG,29534,2020-03-19,0001558370-20-002915,dg-20200131x10ka41072.htm,48341,0.0,1.4480461719865123,-1.4480461719865123
DGII,854775,2020-11-25,0000854775-20-000032,dgii-20200930.htm,44411,0.0,0.5629236000090068,-0.5629236000090068
DGX,1022079,2020-02-20,0001022079-20-000017,dgx1231201910-k.htm,69909,0.7867370438713184,0.7867370438713184,0.0
DHC,1075415,2020-03-02,0001075415-20-000009,dhc12311910kdocument.htm,112888,0.7972503720501737,0.6200836227056906,0.177166749344483
DHI,882184,2020-11-20,0000882184-20-000143,dhi-20200930.htm,61873,0.0,0.0,0.0
DHR,313616,2020-02-21,0000313616-20-000041,dhr-20191231x10xk.htm,86158,0.0,0.7544279115114093,-0.7544279115114093
